city,timestamp,temperature,season
New York,2010-01-01,-4.658770585563983,winter
New York,2010-01-02,-6.148649982582479,winter
New York,2010-01-03,2.3414012014704113,winter
New York,2010-01-04,-5.783992027570277,winter
New York,2010-01-05,-5.573733071336793,winter
New York,2010-01-06,-2.5051591710595664,winter
New York,2010-01-07,7.23121068516694,winter
New York,2010-01-08,-0.20275151257153232,winter
New York,2010-01-09,0.2550191245923127,winter
New York,2010-01-10,2.9870068367088507,winter
New York,2010-01-11,0.6576786903891952,winter
New York,2010-01-12,2.2458292804987066,winter
New York,2010-01-13,5.84651800435426,winter
New York,2010-01-14,1.8389543483296678,winter
New York,2010-01-15,10.507799017252097,winter
New York,2010-01-16,-1.7524727276895518,winter
New York,2010-01-17,-0.00955448632168874,winter
New York,2010-01-18,7.082987148277864,winter
New York,2010-01-19,-0.5777302026759444,winter
New York,2010-01-20,-6.454197998364934,winter
New York,2010-01-21,-4.7757910895599585,winter
New York,2010-01-22,2.182616099800319,winter
New York,2010-01-23,-11.042912046316696,winter
New York,2010-01-24,3.239704593486023,winter
New York,2010-01-25,0.9801870640087206,winter
New York,2010-01-26,9.370067958243396,winter
New York,2010-01-27,4.604427400350517,winter
New York,2010-01-28,-4.111063093781301,winter
New York,2010-01-29,-1.4537001476895934,winter
New York,2010-01-30,-3.1180529139796564,winter
New York,2010-01-31,-4.808566791586017,winter
New York,2010-02-01,2.0432311212266567,winter
New York,2010-02-02,-2.9648045673211136,winter
New York,2010-02-03,-8.134835009753052,winter
New York,2010-02-04,12.74977719186673,winter
New York,2010-02-05,6.283304510598161,winter
New York,2010-02-06,0.04333208845280879,winter
New York,2010-02-07,-5.416788325744378,winter
New York,2010-02-08,-0.059799095102321426,winter
New York,2010-02-09,0.9145153610544032,winter
New York,2010-02-10,0.0925812861771775,winter
New York,2010-02-11,2.4192722905844573,winter
New York,2010-02-12,6.24374163139572,winter
New York,2010-02-13,3.5447092311999624,winter
New York,2010-02-14,-1.0610183444604746,winter
New York,2010-02-15,-5.156462197012127,winter
New York,2010-02-16,-2.580308019599248,winter
New York,2010-02-17,-3.4017349928009,winter
New York,2010-02-18,3.932292293197101,winter
New York,2010-02-19,-6.229057927419071,winter
New York,2010-02-20,-11.419073790830605,winter
New York,2010-02-21,-9.808880554371042,winter
New York,2010-02-22,-0.5822395533370793,winter
New York,2010-02-23,-0.16425897782020343,winter
New York,2010-02-24,3.181107160274867,winter
New York,2010-02-25,3.110566678031828,winter
New York,2010-02-26,15.300736057332072,winter
New York,2010-02-27,11.59098445720966,winter
New York,2010-02-28,-2.387963473696686,winter
New York,2010-03-01,19.336905208391947,spring
New York,2010-03-02,10.342406076600527,spring
New York,2010-03-03,6.774159021353478,spring
New York,2010-03-04,11.900018350289418,spring
New York,2010-03-05,6.929374950147065,spring
New York,2010-03-06,11.004559646504044,spring
New York,2010-03-07,6.730989043904208,spring
New York,2010-03-08,16.82743313422939,spring
New York,2010-03-09,6.9622512641658245,spring
New York,2010-03-10,16.75693441898219,spring
New York,2010-03-11,11.80730407297485,spring
New York,2010-03-12,3.9848699919451196,spring
New York,2010-03-13,16.49092019877148,spring
New York,2010-03-14,3.7843269588369077,spring
New York,2010-03-15,6.8561018458068395,spring
New York,2010-03-16,6.796928576184506,spring
New York,2010-03-17,7.166802283442397,spring
New York,2010-03-18,16.5974161669337,spring
New York,2010-03-19,9.382301943619026,spring
New York,2010-03-20,0.9383217979388565,spring
New York,2010-03-21,2.56090839961173,spring
New York,2010-03-22,14.358086209608103,spring
New York,2010-03-23,20.005121565291812,spring
New York,2010-03-24,15.350289369302015,spring
New York,2010-03-25,6.662171470218758,spring
New York,2010-03-26,10.311426552524576,spring
New York,2010-03-27,7.5728900803854895,spring
New York,2010-03-28,12.248702400501672,spring
New York,2010-03-29,8.024245433583026,spring
New York,2010-03-30,16.170526488513374,spring
New York,2010-03-31,7.799662027029509,spring
New York,2010-04-01,13.327469865397873,spring
New York,2010-04-02,4.923824911770209,spring
New York,2010-04-03,5.844526549297864,spring
New York,2010-04-04,24.941739321279645,spring
New York,2010-04-05,12.300200670295563,spring
New York,2010-04-06,9.437052402742083,spring
New York,2010-04-07,6.510128337518448,spring
New York,2010-04-08,7.574480988096729,spring
New York,2010-04-09,2.8940253277361894,spring
New York,2010-04-10,14.521002270572637,spring
New York,2010-04-11,9.772525392362995,spring
New York,2010-04-12,0.14433376466789483,spring
New York,2010-04-13,3.905518187194237,spring
New York,2010-04-14,0.17549874218880035,spring
New York,2010-04-15,12.894568774795662,spring
New York,2010-04-16,10.851641384936338,spring
New York,2010-04-17,7.114326257564456,spring
New York,2010-04-18,10.233395740658974,spring
New York,2010-04-19,13.625161160181515,spring
New York,2010-04-20,0.04274029521346989,spring
New York,2010-04-21,17.85121024065887,spring
New York,2010-04-22,23.90486325056841,spring
New York,2010-04-23,16.240112577339502,spring
New York,2010-04-24,3.022779895480335,spring
New York,2010-04-25,10.947030643182659,spring
New York,2010-04-26,9.128441443504109,spring
New York,2010-04-27,3.7700003986473583,spring
New York,2010-04-28,9.125782089082083,spring
New York,2010-04-29,4.2537589351480065,spring
New York,2010-04-30,15.34022664051232,spring
New York,2010-05-01,11.426315641051499,spring
New York,2010-05-02,8.99483586641426,spring
New York,2010-05-03,8.256938421345966,spring
New York,2010-05-04,6.750153296244236,spring
New York,2010-05-05,11.963279801425006,spring
New York,2010-05-06,7.905642230627318,spring
New York,2010-05-07,10.472706077775024,spring
New York,2010-05-08,11.342042697444684,spring
New York,2010-05-09,7.286269383866031,spring
New York,2010-05-10,5.832952030355826,spring
New York,2010-05-11,4.0221045213330235,spring
New York,2010-05-12,8.381474154034187,spring
New York,2010-05-13,12.939009022265566,spring
New York,2010-05-14,17.31598073135775,spring
New York,2010-05-15,7.23851146495812,spring
New York,2010-05-16,4.249050917552797,spring
New York,2010-05-17,6.405344734542917,spring
New York,2010-05-18,4.502044983804284,spring
New York,2010-05-19,13.162847649019149,spring
New York,2010-05-20,13.348596696188462,spring
New York,2010-05-21,4.72079765701506,spring
New York,2010-05-22,12.806193987337052,spring
New York,2010-05-23,0.0315081650197051,spring
New York,2010-05-24,24.328496744860693,spring
New York,2010-05-25,14.219871163820656,spring
New York,2010-05-26,14.044119729162542,spring
New York,2010-05-27,7.477719036610148,spring
New York,2010-05-28,13.547725185536317,spring
New York,2010-05-29,6.617833764797674,spring
New York,2010-05-30,12.647521329553156,spring
New York,2010-05-31,17.88629356757175,spring
New York,2010-06-01,22.621685323579282,summer
New York,2010-06-02,20.987734971460945,summer
New York,2010-06-03,24.916839537085657,summer
New York,2010-06-04,32.29997664806057,summer
New York,2010-06-05,21.623272170861515,summer
New York,2010-06-06,28.142959215690585,summer
New York,2010-06-07,23.47858684000846,summer
New York,2010-06-08,23.91279609321476,summer
New York,2010-06-09,17.728725515517382,summer
New York,2010-06-10,24.194088243541707,summer
New York,2010-06-11,25.682454393937935,summer
New York,2010-06-12,32.769007134387735,summer
New York,2010-06-13,22.9783195856283,summer
New York,2010-06-14,28.83753830112167,summer
New York,2010-06-15,32.26739240557696,summer
New York,2010-06-16,15.273704155390494,summer
New York,2010-06-17,28.245178753683078,summer
New York,2010-06-18,24.350001697727627,summer
New York,2010-06-19,21.266695667844328,summer
New York,2010-06-20,24.840846424434954,summer
New York,2010-06-21,15.76603052759087,summer
New York,2010-06-22,29.846742215280265,summer
New York,2010-06-23,25.271234163423294,summer
New York,2010-06-24,25.678370443310495,summer
New York,2010-06-25,21.369613220598193,summer
New York,2010-06-26,21.649289349403055,summer
New York,2010-06-27,25.074845052621743,summer
New York,2010-06-28,25.359677624110404,summer
New York,2010-06-29,19.783596763631245,summer
New York,2010-06-30,16.39145684773397,summer
New York,2010-07-01,27.39380292391991,summer
New York,2010-07-02,32.95940970502558,summer
New York,2010-07-03,23.234305958788077,summer
New York,2010-07-04,28.62401242628714,summer
New York,2010-07-05,25.63808972397396,summer
New York,2010-07-06,25.463232993927974,summer
New York,2010-07-07,25.620725651080786,summer
New York,2010-07-08,27.80698612230631,summer
New York,2010-07-09,28.334579073748827,summer
New York,2010-07-10,16.443153988383507,summer
New York,2010-07-11,32.495931309240355,summer
New York,2010-07-12,23.99636835854429,summer
New York,2010-07-13,23.75062238345416,summer
New York,2010-07-14,18.342451572172152,summer
New York,2010-07-15,25.61418748906333,summer
New York,2010-07-16,20.34979180128721,summer
New York,2010-07-17,28.1871114088588,summer
New York,2010-07-18,25.560768071854593,summer
New York,2010-07-19,21.44778061562946,summer
New York,2010-07-20,16.204165116502075,summer
New York,2010-07-21,22.21957431305318,summer
New York,2010-07-22,27.29203905089093,summer
New York,2010-07-23,27.010586616955532,summer
New York,2010-07-24,20.418978871514753,summer
New York,2010-07-25,26.993093466284122,summer
New York,2010-07-26,25.328711167655477,summer
New York,2010-07-27,27.829744682480847,summer
New York,2010-07-28,29.919390257532015,summer
New York,2010-07-29,11.215308104886706,summer
New York,2010-07-30,27.897715167017044,summer
New York,2010-07-31,29.945537994300366,summer
New York,2010-08-01,28.155682701243734,summer
New York,2010-08-02,27.360590628306895,summer
New York,2010-08-03,21.98132372413859,summer
New York,2010-08-04,25.298283453511637,summer
New York,2010-08-05,14.997001579662538,summer
New York,2010-08-06,28.256278455019743,summer
New York,2010-08-07,18.04376154714825,summer
New York,2010-08-08,22.118498214750545,summer
New York,2010-08-09,18.557096730575946,summer
New York,2010-08-10,23.31572437486289,summer
New York,2010-08-11,21.79653966262899,summer
New York,2010-08-12,20.99550717519393,summer
New York,2010-08-13,23.906729636474736,summer
New York,2010-08-14,25.466361225389626,summer
New York,2010-08-15,38.69557794734286,summer
New York,2010-08-16,24.81043422373125,summer
New York,2010-08-17,28.73142418091908,summer
New York,2010-08-18,27.918157836355746,summer
New York,2010-08-19,25.389731737946477,summer
New York,2010-08-20,25.57717649123902,summer
New York,2010-08-21,20.38569471144893,summer
New York,2010-08-22,16.496494730806077,summer
New York,2010-08-23,25.694385250962853,summer
New York,2010-08-24,28.16282249346152,summer
New York,2010-08-25,23.68809426731574,summer
